Nom structure,Type cours,Nom cours,Jour de la semaine,Heure du début,Heure de fin,Durée,Age1,Age2,Age3,Nom Prof,Info cours1,Info cours2,Niveau1,Niveau2,Age min.,Age max.,Cours individuel / particulier,Cours pour handicapés,Récurrence,Pas cours pendant les vacances scolaires,Date début,Date fin,Stage : J1 (ou cours à plusieurs jours),Heure de début J1,Durée J1,Stage : J2,Heure début J2,Durée J2,Stage : J3,Heure de début J3,Durée J3,Stage : J4,Heure de début J4,Durée J4,Stage : J5,Heure de début J5,Durée J5,Adhésion / inscription annuelle obligatoire ?,Prix (à p. de) adhésion/inscription annuelle adultes,Prix (à p. de) adhésion/inscription annuelle enfants,Ne peut pas être rejoint en cours d'année,Gratuit,Prix cours individuel / stage (adhésion obligatoire ou non),Prix cours annuel (1 cours / semaine),Forfait : 2 cours / semaine,Prix cours par semestre,Prix cours par trimestre,Prix cours par mois,Prix carnet 5 cours,Durée validité carnet 5 cours (en nbre de mois),Prix carnet 10 cours,Durée validité carnet 10 cours (en nbre de mois),Prix carnet 20 cours,Durée validité carnet 20 cours,Prix carnet 30 cours,Durée validité carnet 30 cours,Prix carnet 40 cours,Durée validité carnet 40 cours,Prix carnet 50 cours,Durée validité carnet 50 cours,Nbre de cours : XX,Prix carnet XX cours,Durée validité carnet XX cours ,Nbre de cours : YY,Prix carnet YY cours,Durée validité carnet YY cours,Nbre de cours : ZZ,Prix carnet ZZ cours,Durée validité carnet ZZ cours,Carte illimitée,Durée validité carte illimitée,Cours exclus de la carte illimitée,Info prix1,Info prix2,Promo,Tarif étudiant,Tarif jeunes / seniors,Tarif demandeur d'emploi,Tarif RSA / bas revenus,Tarif famille nombreuse,Prix dégressif à p. de 2 cours,Tarif couple,Autres tarifs préférentiels,Offre exceptionnelle,Prix cours d'essai,Infos cours d'essai,Détail,Prix1,Type Prix1,Prix2,Type Prix2,Prix3 : prix unitaire approx. (hors adhésion annuelle),Nbre semaines pour calcul Prix3,Paiement en ligne ?,Formule 1,Formule 2,Formule 3,Formule 4,Infos et conditions,Nbre places dispo en réservation CB,Info RIB Partenaire,Audition préalable obligatoire,"Possibilité remboursement ultérieur, si oui, condition",Promotion,Info1&2,Conc.1
Studio harmonic,Cours,Claquettes,Samedi,2:30 PM,,1:30 AM,Adulte,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,X,32,20,,,16,,,,,,,,120,3,220,5,,,,,480,6,,,,,,,,,,,,,La validité des cartes sera prolongée d’1 mois pour le mois d’Août.,,,,,,,,,,,,X,Cours d'essai possible : se renseigner auprès de l'établissement.,,16,/ cours,120,/ carnet de 10 séances,16,1,,,,,,,,,,,,,
Studio harmonic,Cours,Street Jazz,Samedi,2:30 PM,,1:30 AM,Adulte,,,,,,TN,,,,,,,,,,,,,,,,,,,,,,,,,X,32,20,,,16,,,,,,,,120,3,220,5,,,,,480,6,,,,,,,,,,,,,La validité des cartes sera prolongée d’1 mois pour le mois d’Août.,,,,,,,,,,,,X,Cours d'essai possible : se renseigner auprès de l'établissement.,,16,/ cours,120,/ carnet de 10 séances,16,1,,,,,,,,,,,,,
Studio harmonic,Cours,Modern' Jazz,Samedi,2:30 PM,,1:30 AM,Adulte,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,X,32,20,,,16,,,,,,,,120,3,220,5,,,,,480,6,,,,,,,,,,,,,La validité des cartes sera prolongée d’1 mois pour le mois d’Août.,,,,,,,,,,,,X,Cours d'essai possible : se renseigner auprès de l'établissement.,,16,/ cours,120,/ carnet de 10 séances,16,1,,,,,,,,,,,,,
Studio harmonic,Cours,Modern' Jazz,Samedi,4:00 PM,,1:30 AM,Adulte,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,X,32,20,,,16,,,,,,,,120,3,220,5,,,,,480,6,,,,,,,,,,,,,La validité des cartes sera prolongée d’1 mois pour le mois d’Août.,,,,,,,,,,,,X,Cours d'essai possible : se renseigner auprès de l'établissement.,,16,/ cours,120,/ carnet de 10 séances,16,1,,,,,,,,,,,,,
Studio harmonic,Cours,Modern' Jazz,Samedi,4:00 PM,,1:30 AM,Adulte,,,,,,D,M,,,,,,,,,,,,,,,,,,,,,,,,X,32,20,,,16,,,,,,,,120,3,220,5,,,,,480,6,,,,,,,,,,,,,La validité des cartes sera prolongée d’1 mois pour le mois d’Août.,,,,,,,,,,,,X,Cours d'essai possible : se renseigner auprès de l'établissement.,,16,/ cours,120,/ carnet de 10 séances,16,1,,,,,,,,,,,,,
Studio harmonic,Cours,Modern' Jazz,Samedi,4:00 PM,,1:30 AM,Adulte,,,,,,M,I,,,,,,,,,,,,,,,,,,,,,,,,X,32,20,,,16,,,,,,,,120,3,220,5,,,,,480,6,,,,,,,,,,,,,La validité des cartes sera prolongée d’1 mois pour le mois d’Août.,,,,,,,,,,,,X,Cours d'essai possible : se renseigner auprès de l'établissement.,,16,/ cours,120,/ carnet de 10 séances,16,1,,,,,,,,,,,,,
Studio harmonic,Cours,Claquettes,Samedi,4:00 PM,,1:30 AM,Adulte,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,X,32,20,,,16,,,,,,,,120,3,220,5,,,,,480,6,,,,,,,,,,,,,La validité des cartes sera prolongée d’1 mois pour le mois d’Août.,,,,,,,,,,,,X,Cours d'essai possible : se renseigner auprès de l'établissement.,,16,/ cours,120,/ carnet de 10 séances,16,1,,,,,,,,,,,,,
Studio harmonic,Cours,Danse orientale,Samedi,4:00 PM,,1:30 AM,Adulte,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,X,32,20,,,16,,,,,,,,120,3,220,5,,,,,480,6,,,,,,,,,,,,,La validité des cartes sera prolongée d’1 mois pour le mois d’Août.,,,,,,,,,,,,X,Cours d'essai possible : se renseigner auprès de l'établissement.,,16,/ cours,120,/ carnet de 10 séances,16,1,,,,,,,,,,,,,
Studio harmonic,Cours,Hip Hop New Style,Samedi,4:00 PM,,1:30 AM,Adulte,,,,,,TN,,,,,,,,,,,,,,,,,,,,,,,,,X,32,20,,,16,,,,,,,,120,3,220,5,,,,,480,6,,,,,,,,,,,,,La validité des cartes sera prolongée d’1 mois pour le mois d’Août.,,,,,,,,,,,,X,Cours d'essai possible : se renseigner auprès de l'établissement.,,16,/ cours,120,/ carnet de 10 séances,16,1,,,,,,,,,,,,,
Studio harmonic,Cours,Jazz,Samedi,4:00 PM,,1:30 AM,Adulte,,,,,,I,,,,,,,,,,,,,,,,,,,,,,,,,X,32,20,,,16,,,,,,,,120,3,220,5,,,,,480,6,,,,,,,,,,,,,La validité des cartes sera prolongée d’1 mois pour le mois d’Août.,,,,,,,,,,,,X,Cours d'essai possible : se renseigner auprès de l'établissement.,,16,/ cours,120,/ carnet de 10 séances,16,1,,,,,,,,,,,,,
Studio harmonic,Cours,Barre au sol classique,Samedi,5:30 PM,,1:30 AM,Adulte,,,,,,TN,,,,,,,,,,,,,,,,,,,,,,,,,X,32,20,,,16,,,,,,,,120,3,220,5,,,,,480,6,,,,,,,,,,,,,La validité des cartes sera prolongée d’1 mois pour le mois d’Août.,,,,,,,,,,,,X,Cours d'essai possible : se renseigner auprès de l'établissement.,,16,/ cours,120,/ carnet de 10 séances,16,1,,,,,,,,,,,,,
Studio harmonic,Cours,Hip Hop,Samedi,5:30 PM,,1:30 AM,Adulte,,,,,,TN,,,,,,,,,,,,,,,,,,,,,,,,,X,32,20,,,16,,,,,,,,120,3,220,5,,,,,480,6,,,,,,,,,,,,,La validité des cartes sera prolongée d’1 mois pour le mois d’Août.,,,,,,,,,,,,X,Cours d'essai possible : se renseigner auprès de l'établissement.,,16,/ cours,120,/ carnet de 10 séances,16,1,,,,,,,,,,,,,
Studio harmonic,Cours,Jazz Rock,Samedi,5:30 PM,,1:30 AM,Adulte,,,,,,TN,,,,,,,,,,,,,,,,,,,,,,,,,X,32,20,,,16,,,,,,,,120,3,220,5,,,,,480,6,,,,,,,,,,,,,La validité des cartes sera prolongée d’1 mois pour le mois d’Août.,,,,,,,,,,,,X,Cours d'essai possible : se renseigner auprès de l'établissement.,,16,/ cours,120,/ carnet de 10 séances,16,1,,,,,,,,,,,,,
Studio harmonic,Cours,Claquettes,Samedi,5:30 PM,,1:30 AM,Adulte,,,,,,I,A,,,,,,,,,,,,,,,,,,,,,,,,X,32,20,,,16,,,,,,,,120,3,220,5,,,,,480,6,,,,,,,,,,,,,La validité des cartes sera prolongée d’1 mois pour le mois d’Août.,,,,,,,,,,,,X,Cours d'essai possible : se renseigner auprès de l'établissement.,,16,/ cours,120,/ carnet de 10 séances,16,1,,,,,,,,,,,,,
Studio harmonic,Cours,Mickaël Jackson,Samedi,5:30 PM,,1:30 AM,Adulte,,,,,,TN,,,,,,,,,,,,,,,,,,,,,,,,,X,32,20,,,16,,,,,,,,120,3,220,5,,,,,480,6,,,,,,,,,,,,,La validité des cartes sera prolongée d’1 mois pour le mois d’Août.,,,,,,,,,,,,X,Cours d'essai possible : se renseigner auprès de l'établissement.,,16,/ cours,120,/ carnet de 10 séances,16,1,,,,,,,,,,,,,
Studio harmonic,Cours,Street Jazz,Samedi,5:30 PM,,1:30 AM,Adulte,,,,,,TN,,,,,,,,,,,,,,,,,,,,,,,,,X,32,20,,,16,,,,,,,,120,3,220,5,,,,,480,6,,,,,,,,,,,,,La validité des cartes sera prolongée d’1 mois pour le mois d’Août.,,,,,,,,,,,,X,Cours d'essai possible : se renseigner auprès de l'établissement.,,16,/ cours,120,/ carnet de 10 séances,16,1,,,,,,,,,,,,,
Studio harmonic,Cours,Zumba,Samedi,5:30 PM,,1:30 AM,Adulte,,,,,,TN,,,,,,,,,,,,,,,,,,,,,,,,,X,32,20,,,16,,,,,,,,120,3,220,5,,,,,480,6,,,,,,,,,,,,,La validité des cartes sera prolongée d’1 mois pour le mois d’Août.,,,,,,,,,,,,X,Cours d'essai possible : se renseigner auprès de l'établissement.,,16,/ cours,120,/ carnet de 10 séances,16,1,,,,,,,,,,,,,
Studio harmonic,Cours,Danse classique,Mercredi,10:00 AM,,1:00 AM,Enfant,,,,,,Ini,,6,7,,,,,,,,,,,,,,,,,,,,,,X,32,20,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,Planning susceptible d'être modifié pendant les périodes de vacances scolaires.,,,,,,,,,,,,X,Cours d'essai possible : se renseigner auprès de l'établissement.,,120,/ trimestre,,,12,10,,,,,,,,,,,,"

",
Studio harmonic,Cours,Danse classique,Mercredi,11:30 AM,,1:00 AM,Enfant,,,,,,Ini,,4,5,,,,,,,,,,,,,,,,,,,,,,X,32,20,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,Planning susceptible d'être modifié pendant les périodes de vacances scolaires.,,,,,,,,,,,,X,Cours d'essai possible : se renseigner auprès de l'établissement.,,120,/ trimestre,,,12,10,,,,,,,,,,,,"Cours d'éveil.

",
Studio harmonic,Cours,Danse classique,Mercredi,12:30 PM,,1:00 AM,Enfant,,,,,,Ini,,6,7,,,,,,,,,,,,,,,,,,,,,,X,32,20,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,Planning susceptible d'être modifié pendant les périodes de vacances scolaires.,,,,,,,,,,,,X,Cours d'essai possible : se renseigner auprès de l'établissement.,,120,/ trimestre,,,12,10,,,,,,,,,,,,"

",
Studio harmonic,Cours,Danse classique,Mercredi,1:30 PM,,1:00 AM,Enfant,,,,,,TN,,8,9,,,,,,,,,,,,,,,,,,,,,,X,32,20,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,Planning susceptible d'être modifié pendant les périodes de vacances scolaires.,,,,,,,,,,,,X,Cours d'essai possible : se renseigner auprès de l'établissement.,,120,/ trimestre,,,12,10,,,,,,,,,,,,"1ère année technique.

",
Studio harmonic,Cours,Danse classique,Mercredi,2:30 PM,,1:30 AM,Enfant,,,,,,TN,,10,11,,,,,,,,,,,,,,,,,,,,,,X,32,20,,,,,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,Planning susceptible d'être modifié pendant les périodes de vacances scolaires.,,,,,,,,,,,,X,Cours d'essai possible : se renseigner auprès de l'établissement.,,140,/ trimestre,,,14,10,,,,,,,,,,,,"2ème année technique.

",
Studio harmonic,Cours,Danse classique,Mercredi,4:00 PM,,1:30 AM,Enfant,Ado,,,,,TN,,12,19,,,,,,,,,,,,,,,,,,,,,,X,32,20,,,,,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,Planning susceptible d'être modifié pendant les périodes de vacances scolaires.,,,,,,,,,,,,X,Cours d'essai possible : se renseigner auprès de l'établissement.,,140,/ trimestre,,,14,10,,,,,,,,,,,,"3ème année technique.

",
Studio harmonic,Cours,Danse classique,Samedi,10:30 AM,,12:45 AM,Enfant,Ado,,,,,TN,,4,5,,,,,,,,,,,,,,,,,,,,,,X,32,20,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,Planning susceptible d'être modifié pendant les périodes de vacances scolaires.,,,,,,,,,,,,X,Cours d'essai possible : se renseigner auprès de l'établissement.,,120,/ trimestre,,,12,10,,,,,,,,,,,,"

",
Studio harmonic,Cours,Danse classique,Samedi,11:30 AM,,1:00 AM,Enfant,,,,,,TN,,6,7,,,,,,,,,,,,,,,,,,,,,,X,32,20,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,Planning susceptible d'être modifié pendant les périodes de vacances scolaires.,,,,,,,,,,,,X,Cours d'essai possible : se renseigner auprès de l'établissement.,,120,/ trimestre,,,12,10,,,,,,,,,,,,"

",
Studio harmonic,Cours,Danse classique,Samedi,12:30 PM,,1:00 AM,Enfant,,,,,,TN,,7,8,,,,,,,,,,,,,,,,,,,,,,X,32,20,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,Planning susceptible d'être modifié pendant les périodes de vacances scolaires.,,,,,,,,,,,,X,Cours d'essai possible : se renseigner auprès de l'établissement.,,120,/ trimestre,,,12,10,,,,,,,,,,,,"

",
Studio harmonic,Cours,Danse classique,Samedi,1:30 PM,,1:00 AM,Enfant,,,,,,TN,,9,13,,,,,,,,,,,,,,,,,,,,,,X,32,20,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,Planning susceptible d'être modifié pendant les périodes de vacances scolaires.,,,,,,,,,,,,X,Cours d'essai possible : se renseigner auprès de l'établissement.,,120,/ trimestre,,,12,10,,,,,,,,,,,,"

",
Studio harmonic,Cours,Danse contemporaine,Mercredi,10:00 AM,,1:00 AM,Enfant,,,,,,Ini,,4,5,,,,,,,,,,,,,,,,,,,,,,X,32,20,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,Planning susceptible d'être modifié pendant les périodes de vacances scolaires.,,,,,,,,,,,,X,Cours d'essai possible : se renseigner auprès de l'établissement.,,120,/ trimestre,,,12,10,,,,,,,,,,,,"Cours d'éveil.

",
Studio harmonic,Cours,Danse contemporaine,Mercredi,11:00 AM,,1:00 AM,Enfant,,,,,,Ini,,6,7,,,,,,,,,,,,,,,,,,,,,,X,32,20,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,Planning susceptible d'être modifié pendant les périodes de vacances scolaires.,,,,,,,,,,,,X,Cours d'essai possible : se renseigner auprès de l'établissement.,,120,/ trimestre,,,12,10,,,,,,,,,,,,"

",
Studio harmonic,Cours,Danse contemporaine,Mercredi,12:00 PM,,1:00 AM,Enfant,,,,,,TN,,8,10,,,,,,,,,,,,,,,,,,,,,,X,32,20,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,Planning susceptible d'être modifié pendant les périodes de vacances scolaires.,,,,,,,,,,,,X,Cours d'essai possible : se renseigner auprès de l'établissement.,,120,/ trimestre,,,12,10,,,,,,,,,,,,,
Studio harmonic,Cours,Danse Espagnole,Mercredi,4:00 PM,,1:00 AM,Enfant,,,,,,TN,,6,10,,,,,,,,,,,,,,,,,,,,,,X,32,20,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,Planning susceptible d'être modifié pendant les périodes de vacances scolaires.,,,,,,,,,,,,X,Cours d'essai possible : se renseigner auprès de l'établissement.,,120,/ trimestre,,,12,10,,,,,,,,,,,,,
Studio harmonic,Cours,Danse orientale,Mercredi,1:30 PM,,1:00 AM,Enfant,,,,,,TN,,6,12,,,,,,,,,,,,,,,,,,,,,,X,32,20,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,Planning susceptible d'être modifié pendant les périodes de vacances scolaires.,,,,,,,,,,,,X,Cours d'essai possible : se renseigner auprès de l'établissement.,,120,/ trimestre,,,12,10,,,,,,,,,,,,,
Studio harmonic,Cours,Hip Hop,Mercredi,5:30 PM,,1:30 AM,Ado,,,,,,TN,,14,19,,,,,,,,,,,,,,,,,,,,,,X,32,20,,,,,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,Planning susceptible d'être modifié pendant les périodes de vacances scolaires.,,,,,,,,,,,,X,Cours d'essai possible : se renseigner auprès de l'établissement.,,140,/ trimestre,,,14,10,,,,,,,,,,,,,
Studio harmonic,Cours,Street Jazz,Mercredi,4:00 PM,,1:30 AM,Enfant,Ado,,,,,TN,,10,14,,,,,,,,,,,,,,,,,,,,,,X,32,20,,,,,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,Planning susceptible d'être modifié pendant les périodes de vacances scolaires.,,,,,,,,,,,,X,Cours d'essai possible : se renseigner auprès de l'établissement.,,140,/ trimestre,,,14,10,,,,,,,,,,,,,
Studio harmonic,Cours,Jazz,Mercredi,10:00 AM,,1:00 AM,Enfant,,,,,,Ini,,4,6,,,,,,,,,,,,,,,,,,,,,,X,32,20,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,Planning susceptible d'être modifié pendant les périodes de vacances scolaires.,,,,,,,,,,,,X,Cours d'essai possible : se renseigner auprès de l'établissement.,,120,/ trimestre,,,12,10,,,,,,,,,,,,"Cours d'éveil.

",
Studio harmonic,Cours,Jazz,Mercredi,11:00 AM,,1:00 AM,Enfant,,,,,,Ini,,6,8,,,,,,,,,,,,,,,,,,,,,,X,32,20,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,Planning susceptible d'être modifié pendant les périodes de vacances scolaires.,,,,,,,,,,,,X,Cours d'essai possible : se renseigner auprès de l'établissement.,,120,/ trimestre,,,12,10,,,,,,,,,,,,"

",
Studio harmonic,Cours,Jazz,Mercredi,12:00 PM,,1:00 AM,Enfant,,,,,,TN,,8,10,,,,,,,,,,,,,,,,,,,,,,X,32,20,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,Planning susceptible d'être modifié pendant les périodes de vacances scolaires.,,,,,,,,,,,,X,Cours d'essai possible : se renseigner auprès de l'établissement.,,120,/ trimestre,,,12,10,,,,,,,,,,,,,
Studio harmonic,Cours,Jazz,Mercredi,2:30 PM,,1:30 AM,Enfant,Ado,,,,,TN,,10,12,,,,,,,,,,,,,,,,,,,,,,X,32,20,,,,,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,Planning susceptible d'être modifié pendant les périodes de vacances scolaires.,,,,,,,,,,,,X,Cours d'essai possible : se renseigner auprès de l'établissement.,,140,/ trimestre,,,14,10,,,,,,,,,,,,,
Studio harmonic,Cours,Jazz,Mercredi,4:00 PM,,1:30 AM,Ado,,,,,,TN,,12,15,,,,,,,,,,,,,,,,,,,,,,X,32,20,,,,,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,Planning susceptible d'être modifié pendant les périodes de vacances scolaires.,,,,,,,,,,,,X,Cours d'essai possible : se renseigner auprès de l'établissement.,,140,/ trimestre,,,14,10,,,,,,,,,,,,,
Studio harmonic,Cours,Funky jazz,Mercredi,5:30 PM,,1:30 AM,Ado,,,,,,TN,,14,19,,,,,,,,,,,,,,,,,,,,,,X,32,20,,,,,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,Planning susceptible d'être modifié pendant les périodes de vacances scolaires.,,,,,,,,,,,,X,Cours d'essai possible : se renseigner auprès de l'établissement.,,140,/ trimestre,,,14,10,,,,,,,,,,,,,
Studio harmonic,Cours,Zumba,Mercredi,5:00 PM,,1:00 AM,Enfant,Ado,,,,,TN,,10,19,,,,,,,,,,,,,,,,,,,,,,X,32,20,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,Planning susceptible d'être modifié pendant les périodes de vacances scolaires.,,,,,,,,,,,,X,Cours d'essai possible : se renseigner auprès de l'établissement.,,120,/ trimestre,,,12,10,,,,,,,,,,,,,
Studio harmonic,Cours,Comédie musicale,Samedi,10:00 AM,,1:00 AM,Adulte,,,,,,TN,,,,,,,,,,,,,,,,,,,,,,,,,X,32,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tarifs et confirmation des horaires : contacter l'établissement.,,,,,,,,,,,,X,Cours d'essai possible : se renseigner auprès de l'établissement.,,-1,,,,,,,,,,,,,,,,,,
Studio harmonic,Cours,Comédie musicale,Samedi,11:00 AM,,1:00 AM,Adulte,,,,,,TN,,,,,,,,,,,,,,,,,,,,,,,,,X,32,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tarifs et confirmation des horaires : contacter l'établissement.,,,,,,,,,,,,X,Cours d'essai possible : se renseigner auprès de l'établissement.,,-1,,,,,,,,,,,,,,,,,,
Studio harmonic,Cours,Comédie musicale,Samedi,12:00 PM,,1:00 AM,Adulte,,,,,,TN,,,,,,,,,,,,,,,,,,,,,,,,,X,32,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tarifs et confirmation des horaires : contacter l'établissement.,,,,,,,,,,,,X,Cours d'essai possible : se renseigner auprès de l'établissement.,,-1,,,,,,,,,,,,,,,,,,
Studio harmonic,Cours,Comédie musicale,Samedi,1:00 PM,,1:00 AM,Adulte,,,,,,TN,,,,,,,,,,,,,,,,,,,,,,,,,X,32,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tarifs et confirmation des horaires : contacter l'établissement.,,,,,,,,,,,,X,Cours d'essai possible : se renseigner auprès de l'établissement.,,-1,,,,,,,,,,,,,,,,,,
Studio harmonic,Cours,Comédie musicale,Samedi,2:00 PM,,1:00 AM,Adulte,,,,,,TN,,,,,,,,,,,,,,,,,,,,,,,,,X,32,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tarifs et confirmation des horaires : contacter l'établissement.,,,,,,,,,,,,X,Cours d'essai possible : se renseigner auprès de l'établissement.,,-1,,,,,,,,,,,,,,,,,,
Studio harmonic,Cours,Comédie musicale,Samedi,3:00 PM,,1:00 AM,Adulte,,,,,,TN,,,,,,,,,,,,,,,,,,,,,,,,,X,32,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tarifs et confirmation des horaires : contacter l'établissement.,,,,,,,,,,,,X,Cours d'essai possible : se renseigner auprès de l'établissement.,,-1,,,,,,,,,,,,,,,,,,
Studio harmonic,Cours,Comédie musicale,Samedi,4:00 PM,,1:00 AM,Adulte,,,,,,TN,,,,,,,,,,,,,,,,,,,,,,,,,X,32,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tarifs et confirmation des horaires : contacter l'établissement.,,,,,,,,,,,,X,Cours d'essai possible : se renseigner auprès de l'établissement.,,-1,,,,,,,,,,,,,,,,,,
Studio harmonic,Cours,Comédie musicale,Samedi,5:00 PM,,1:00 AM,Adulte,,,,,,TN,,,,,,,,,,,,,,,,,,,,,,,,,X,32,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tarifs et confirmation des horaires : contacter l'établissement.,,,,,,,,,,,,X,Cours d'essai possible : se renseigner auprès de l'établissement.,,-1,,,,,,,,,,,,,,,,,,
L’Académie de L’Acteur Oscar Sisto / Pascal Seguin,Cours,Comédie,Lundi,7:30 PM,,3:00 AM,Adulte,,,,,,TN,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,,,,,,,,130,,,,,,,,,,,,,,,,,,,,,,,,,"Prix par mois pour 3h de cours / semaine. Admission possible durant toute l'année, aprés audition et entretien avec les professeurs.",,,,,,,,,,,,,,,130,/ mois,,,33,4,,,,,,,,,,,,,
L’Académie de L’Acteur Oscar Sisto / Pascal Seguin,Cours,Comédie,Mardi,7:30 PM,,3:00 AM,Adulte,,,,,,TN,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,,,,,,,,130,,,,,,,,,,,,,,,,,,,,,,,,,"Prix par mois pour 3h de cours / semaine. Admission possible durant toute l'année, aprés audition et entretien avec les professeurs.",,,,,,,,,,,,,,,130,/ mois,,,33,4,,,,,,,,,,,,,
Association Culturelle pour l'Expansion Musicale (ACEM),Cours-atelier,Chorale,7,10:00 AM,,,Adulte,,,,,,TN,,,,,,,,,,"Dec 2, 2012",10:00 AM,3:00 AM,,,,,,,,,,,,,,10,10,,,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,/ stage,,,170,1,,,,,,,,,,,,,
Association Culturelle pour l'Expansion Musicale (ACEM),Cours-atelier,Chorale,7,10:00 AM,,,Adulte,,,,,,TN,,,,,,,,,,"Jan 27, 2013",10:00 AM,3:00 AM,,,,,,,,,,,,,,10,10,,,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,/ stage,,,170,1,,,,,,,,,,,,,
Association Culturelle pour l'Expansion Musicale (ACEM),Cours-atelier,Chorale,7,10:00 AM,,,Adulte,,,,,,TN,,,,,,,,,,"Feb 24, 2013",10:00 AM,3:00 AM,,,,,,,,,,,,,,10,10,,,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,/ stage,,,170,1,,,,,,,,,,,,,
Association Culturelle pour l'Expansion Musicale (ACEM),Cours-atelier,Chorale,7,10:00 AM,,,Adulte,,,,,,TN,,,,,,,,,,"Apr 21, 2013",10:00 AM,3:00 AM,,,,,,,,,,,,,,10,10,,,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,/ stage,,,170,1,,,,,,,,,,,,,
Association Culturelle pour l'Expansion Musicale (ACEM),Cours-atelier,Chorale,7,10:00 AM,,,Adulte,,,,,,TN,,,,,,,,,,"May 26, 2013",10:00 AM,3:00 AM,,,,,,,,,,,,,,10,10,,,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,/ stage,,,170,1,,,,,,,,,,,,,
Association Culturelle pour l'Expansion Musicale (ACEM),Cours-atelier,Chorale,7,10:00 AM,,,Adulte,,,,,,TN,,,,,,,,,,"Jun 9, 2013",10:00 AM,3:00 AM,,,,,,,,,,,,,,10,10,,,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,/ stage,,,170,1,,,,,,,,,,,,,
ACP la Manufacture Chanson,Stage,Chant,1,1:00 PM,,,Adulte,,,,Recrutement : accord de l’équipe pédagogique sur dossier (fiche d’inscription et questionnaire). Effectif : 4 à 10 stagiaires.,,TN,,,,,,,,,,"Mar 4, 2013",1:00 PM,6:00 AM,"Mar 5, 2013",1:00 PM,6:00 AM,"Mar 6, 2013",1:00 PM,6:00 AM,"Mar 7, 2013",1:00 PM,6:00 AM,,,,,,,,,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Réduction possible de 190 € sous forme de bourse sur simple demande en cas de financement personnel sans condition de revenus soit un coût de 335 € TTC.,,,,,,,,,,,,,,,525,/ stage,,,525,1,,,,,,,,,,,,,
